city,instagramUrl,leadEngineStatus,notionStage,organizationId,profileName,sourceChannels,sourceConfidence,state,updatedAt,websiteUrl,primaryEmail,primaryPhone,primaryWhatsapp
"SAO PAULO","https://www.instagram.com/guazzelli_advocacia/","ready_for_review","Seguir","org_web_1ba668f92a670f0b","GUAZZELLI ADVOCACIA EMPRESARIAL: HOME (@guazzelli_advocacia)","google_web_discovery|google_web_search|google_web_search_miss|official_site","0.95","SP","2026-05-01T19:02:17.186Z","https://guazzelliadvocacia.com.br/","contato@guazzelliadvocacia.com.br","(11) 3044-1946","(51) 99190-0475"
"SAO PAULO","https://www.instagram.com/torresramonadv/","ready_for_review","Seguir","org_web_7fa0b5c638900f3f","ESCRITÓRIO DE ADVOCACIA EMPRESARIAL (@torresramonadv)","google_web_discovery|official_site","0.95","SP","2026-05-01T19:02:17.186Z","https://www.torresramon.com.br/","juridico@torresramon.com.br","(11) 98621-9590","(11) 98621-9590"
"SAO PAULO","https://www.instagram.com/plkcadvogados/","ready_for_review","Seguir","org_web_69629b4361e256d2","PLKC ADVOGADOS (@plkcadvogados)","google_web_discovery|official_site","0.95","SP","2026-05-01T19:02:17.185Z","https://plkc.com.br/","plkc@plkc.com.br","(11) 3841-3900",""
"SAO PAULO","https://www.instagram.com/hmgcadvogados/","ready_for_review","Seguir","org_web_84faec93eb09fe89","HMGC ADVOGADOS ▷ ESCRITÓRIO DE ADVOCACIA EMPRESARIAL SP (@hmgcadvogados)","google_web_discovery|google_web_search|official_site","0.95","SP","2026-05-01T19:00:33.385Z","https://www.hmgcadvogados.com.br/","renato@hmgcadvogados.com.br","(11) 4242-8552",""
"SAO PAULO","https://www.instagram.com/flaviolopes.adv/","ready_for_review","Seguir","org_web_1b2d94a21575039e","FLÁVIO LOPES – FLÁVIO LOPES ADVOGADOS CARREGA A ... (@flaviolopes.adv)","google_web_discovery|official_site","0.95","SP","2026-05-01T18:56:52.739Z","https://flaviolopes.adv.br/","contato@flaviolopes.adv.br","(71) 3506-1952",""
"SAO PAULO","https://www.instagram.com/cassiano.advogados/","ready_for_review","Seguir","org_web_dfbe757ba0e10e95","CASSIANO SOCIEDADE DE ADVOGADOS (@cassiano.advogados)","google_web_discovery|official_site","0.95","SP","2026-05-01T18:55:05.813Z","https://cassiano.adv.br/","contato@cassiano.adv.br","(11) 99384-5005","(11) 99384-5005"
"SAO PAULO","https://www.instagram.com/dallaverdeadvocacia/","ready_for_review","Seguir","org_web_81238bbbf041fd12","DALLA VERDE ADVOCACIA – EM DEFESA DOS SEUS DIREITOS (@dallaverdeadvocacia)","google_web_discovery|official_site","0.95","SP","2026-05-01T18:43:27.110Z","https://dallaverdeadvocacia.adv.br/","contato@dallaverdeadvocacia.adv.br","(11) 95787-7941",""
"SAO PAULO","https://www.instagram.com/bes.adv.br/","ready_for_review","Seguir","org_web_8ec1258d8908a753","BURATTO SOCIEDADE DE ADVOGADOS (@bes.adv.br)","google_web_discovery|official_site","0.95","SP","2026-05-01T18:43:13.560Z","https://www.bes.adv.br/","contato@bes.adv.br","(11) 3101-7722","(11) 3101-7722"
"SAO PAULO","https://www.instagram.com/ibrativos_rastreamento/","ready_for_review","Seguir","org_96816650614bfdc0","ABRAO CAMARGO ADVOGADOS (@ibrativos_rastreamento)","google_web_search|oab_registry|official_site","0.95","SP","2026-05-01T18:43:13.498Z","https://abraocamargo.com.br/","gabriel@abraocamargo.com.br","",""
"CURITIBA","https://www.instagram.com/artmannadvogados/","ready_for_review","Seguir","org_769faf79dba85bb8","ARTMANN ADVOGADOS (@artmannadvogados)","cnsa_registry|official_site","0.95","PR","2026-05-01T18:12:04.519Z","https://artmannadvogados.com.br/","contato@artmannadvogados.com.br","",""
"SAO PAULO","https://www.instagram.com/marciorosa.adv/","ready_for_review","Seguir","org_web_aaf94cc96c98bfd8","MÁRCIO ROSA SOCIEDADE DE ADVOGADOS (@marciorosa.adv)","google_web_discovery|official_site","0.95","SP","2026-05-01T18:09:53.429Z","https://mrosa.adv.br/","contato@mrosa.adv.br","(15) 3357-4669","(15) 3357-4669"
"SAO PAULO","https://www.instagram.com/aphoffmannadv/","ready_for_review","Seguir","org_3586014209be2ed2","ALMEIDA PRADO E HOFFMANN ADVOGADOS ASSOCIADOS (@aphoffmannadv)","google_web_search|oab_registry|official_site","0.95","SP","2026-05-01T18:09:34.297Z","https://www.aphoffmann.com.br/","aphoffmann@aphoffmann.com.br","",""
"SAO PAULO","https://www.instagram.com/autuoriburmann/","ready_for_review","Seguir","org_d955dcc94e7670e6","AUTUORI, BURMANN SOCIEDADE DE ADVOGADOS (@autuoriburmann)","google_web_search|oab_registry|official_site","0.95","SP","2026-05-01T18:09:32.252Z","https://www.autuori.com.br/","curriculo@autuori.com.br","",""
"SAO PAULO","https://www.instagram.com/varella.adv/","ready_for_review","Seguir","org_web_a6aa8bed8558333a","VARELLA ADVOCACIA (@varella.adv)","google_web_discovery|official_site","0.95","SP","2026-04-30T20:38:07.063Z","https://ianvarella.adv.br/","contato@ianvarella.adv.br","(11) 2391-9440","(11) 98777-7733"
"SAO PAULO","https://www.instagram.com/dra.mayrathais/","ready_for_review","Seguir","org_web_ba37823bf227d9a6","MAYRA THAIS – ADVOCACIA & CONSULTORIA PREVIDENCIÁRIA (@dra.mayrathais)","google_web_discovery|official_site","0.95","SP","2026-04-30T16:03:28.256Z","https://mayrathais.adv.br/","contato@mayrathais.adv.br","(11) 99150-6688","(11) 99150-6688"
"SAO PAULO","https://www.instagram.com/harasagrotexas/","ready_for_review","Seguir","org_web_a6c161f86db962b6","RENATO FREITAS SOCIEDADE DE ADVOGADOS (@harasagrotexas)","google_web_discovery|official_site","0.95","SP","2026-04-29T04:58:00.392Z","https://www.renatofreitas.com.br/","escritorio@renatofreitas.com.br","(11) 96343-1000","(11) 96343-1000"
"SAO PAULO","https://www.instagram.com/santosnetoadvogados/","ready_for_review","Seguir","org_170b61c641f13d35","SANTOS NETO ADVOGADOS (@santosnetoadvogados)","codex_fallback|oab_registry|official_site","0.95","SP","2026-04-29T04:05:08.937Z","https://www.santosneto.com.br/","contato@santosneto.com.br","+55 (11) 3124-3070",""
"SAO PAULO","https://www.instagram.com/avidaladvogados/","ready_for_review","Seguir","org_web_8361bffa95360e8c","A. VIDAL – ADVOGADOS (@avidaladvogados)","google_web_discovery|official_site","0.95","SP","2026-04-29T00:08:55.466Z","https://avidal.com.br/","contato@avidal.com.br","(11) 94150-9767","(11) 94150-9767"
"SAO PAULO","https://www.instagram.com/cortonaeranieri/","ready_for_review","Seguir","org_web_340ca490392fa86e","ADVOCACIA CORTONA E RANIERI (@cortonaeranieri)","google_web_discovery|official_site","0.95","SP","2026-04-28T08:09:10.292Z","https://www.cortonaeranieri.com.br/","contato@cortonaeranieri.com.br","(11) 3106-0958","(11) 3106-0958"
"SAO PAULO","https://www.instagram.com/frkadvogados/","ready_for_review","Seguir","org_8ae1c7f4a1af5182","FLEITLICH, ROCHA E KHALIL SOCIEDADE DE ADVOGADOS (@frkadvogados)","google_web_search|oab_registry|official_site","0.95","SP","2026-04-28T06:44:14.375Z","https://frkadvogados.com.br/","recepcao@frkadvogados.com.br","(11) 3532-3015","(11) 3532-3015"
"CURITIBA","https://www.instagram.com/kustermachado/","ready_for_review","Seguir","org_5cb52e9e2729b18e","KUSTER E LICA ADVOGADOS ASSOCIADOS (@kustermachado)","cnsa_registry|google_web_search|official_site","0.95","PR","2026-04-28T05:14:51.828Z","https://www.kladvogados.com.br/","contatocuritiba@kladvogados.com.br","(41) 3076-4498","(41) 3076-4498"
"SAO PAULO","https://www.instagram.com/fiorinlonghi_adv/","ready_for_review","Seguir","org_8bdc32a214deb31f","FIORIN LONGHI SOCIEDADE DE ADVOGADOS (@fiorinlonghi_adv)","codex_fallback|google_web_search|oab_registry|official_site","0.95","SP","2026-04-28T04:06:49.800Z","https://fiorinlonghi.com.br/","fiorinlonghi@fiorinlonghi.com.br","","(11) 93439-7708"
"CURITIBA","https://www.instagram.com/hassonadvogados/","ready_for_review","Seguir","org_c6f8500ec8007af3","ROLAND HASSON (@hassonadvogados)","oab_registry|official_site","0.95","PR","2026-04-24T18:47:10.071Z","https://hassonadvogados.com.br/","roland@hassonadvogados.com.br","(41) 3322-2490",""
"CURITIBA","https://www.instagram.com/gcb_adv/","ready_for_review","Seguir","org_df373de7752a01c3","HELIO GOMES COELHO JUNIOR (@gcb_adv)","oab_registry|official_site","0.95","PR","2026-04-24T18:46:59.643Z","https://gcb.adv.br/","helio@gcb.adv.br","(41) 3014-4040",""
"SAO PAULO","https://www.instagram.com/engholmcapez/","ready_for_review","Seguir","org_2b3c959523fe8b90","ENGHOLM CARDOSO & CAPEZ ADVOGADOS ASSOCIADOS (@engholmcapez)","google_web_search|oab_registry|official_site","0.95","SP","2026-04-24T11:15:21.478Z","https://engholm.com.br/","luciano@engholm.com.br","(11) 3885-4230",""
"CURITIBA","https://www.instagram.com/avilaadvogados/","ready_for_review","Seguir","org_18d92f885cf75065","AVILA SOCIEDADE DE ADVOGADOS (@avilaadvogados)","cnsa_registry|official_site","0.95","PR","2026-04-23T18:29:28.027Z","https://www.avilaadvogados.com.br/","contato@avilaadvogados.com.br","(41) 3155-9755",""
"CURITIBA","https://www.instagram.com/zillmannadvogados/","ready_for_review","Seguir","org_a58c874fcfac8d78","ZILLMANN ADVOGADOS ASSOCIADOS (@zillmannadvogados)","cnsa_registry|official_site","0.95","PR","2026-04-23T18:29:15.325Z","https://www.zadvocacia.adv.br/","contato@zadvocacia.adv.br","(41) 99668-9179","(41) 99668-9179"
"CURITIBA","https://www.instagram.com/lcadvogados.adv/","ready_for_review","Seguir","org_8ba484aa5bc59fc0","LUANA CHAVES ADVOGADOS ASSOCIADOS (@lcadvogados.adv)","cnsa_registry|official_site","0.95","PR","2026-04-23T18:16:22.085Z","https://www.lcadvogados.adv.br/","contato@lcadvogados.adv.br","(41) 99637-6520","(41) 99637-6520"
"CURITIBA","https://www.instagram.com/espinolateixeiraebertin/","ready_for_review","Seguir","org_f35b96b33174b581","ESPINOLA TEIXEIRA E BERTIN ADVOGADOS ASSOCIADOS (@espinolateixeiraebertin)","cnsa_registry|official_site","0.95","PR","2026-04-23T18:16:17.009Z","https://etb.adv.br/","contato@etb.adv.br","(41) 3332-4545","(41) 3332-4545"
"PORTO ALEGRE","https://www.instagram.com/sbs.advocacia/","ready_for_review","Seguir","org_web_d1023576f35e3b20","SBS ADVOCACIA: HOME (@sbs.advocacia)","google_web_discovery|official_site","0.92","RS","2026-05-01T21:45:50.692Z","https://www.sbsadvocacia.adv.br/","contato@sbsadvocacia.adv.br","(51) 98404-5759","(51) 98404-5759"
"PORTO ALEGRE","https://www.instagram.com/crippareyadv/","ready_for_review","Seguir","org_web_8d0e05cef82fd5f3","CRIPPA REY ADVOGADOS: ADVOCACIA ESTRATÉGICA, OBJETIVA E ... (@crippareyadv)","google_web_discovery|official_site","0.92","RS","2026-05-01T21:45:35.595Z","https://crippareyadvogados.com.br/","thiago@crippareyadvogados.com.br","(51) 3273-0015","(51) 3273-0015"
"MARINGA","https://www.instagram.com/gregioadvogados/","ready_for_review","Seguir","org_web_a435d22b042e44b4","ESCRITÓRIO DE ADVOCACIA (@gregioadvogados)","google_web_discovery|official_site","0.92","PR","2026-05-01T21:45:25.861Z","https://gregio.adv.br/","contato@gregio.adv.br","(44) 3226-7358","(44) 99162-4009"
"MARINGA","https://www.instagram.com/martinhagoadv/","ready_for_review","Seguir","org_web_1d6db3b2ae1e9420","ADVOCACIA MARINGÁ (@martinhagoadv)","google_web_discovery|official_site","0.92","PR","2026-05-01T21:36:47.445Z","https://martinhagoadv.com.br/","contato@martinhagoadv.com.br","(44) 99998-3859","(44) 99998-3859"
"SAO PAULO","https://www.instagram.com/vialle.advogados/","ready_for_review","Seguir","org_6ca17518d881d7bd","BARALE E BARALE ADVOGADOS ASSOCIADOS (@vialle.advogados)","google_web_discovery|google_web_search|oab_registry|official_site","0.92","SP","2026-05-01T21:09:45.001Z","https://www.vialleadvogados.adv.br/","ouvidoria@vialleadvogados.adv.br","(45) 3224-1822",""
"LONDRINA","https://www.instagram.com/rivaroliebueno/","ready_for_review","Seguir","org_web_fb8529d458eff973","RIVAROLI E BUENO: ESCRITÓRIO DE ADVOCACIA LOCALIZADO EM ... (@rivaroliebueno)","google_web_discovery|official_site","0.92","PR","2026-05-01T21:09:36.272Z","https://rivaroliebueno.com.br/","contato@rivaroliebueno.com.br","(43) 99959-8888","(43) 99959-8888"
"LONDRINA","https://www.instagram.com/bordinassiadvocacia/","ready_for_review","Seguir","org_web_916dc48cabc6039d","BORDINASSI ADVOCACIA: ESCRITÓRIO DE ADVOCACIA EM LONDRINA (@bordinassiadvocacia)","google_web_discovery|official_site","0.92","PR","2026-05-01T21:09:36.271Z","https://bordinassiadvocacia.com.br/","contato@bordinassiadvocacia.com.br","(43) 98805-3888","(43) 98805-3888"
"CURITIBA","https://www.instagram.com/natividade.adv/","ready_for_review","Seguir","org_web_c21f1d65a6228876","NATIVIDADE ADVOGADOS: HOME (@natividade.adv)","google_web_discovery|official_site","0.92","PR","2026-05-01T21:04:35.988Z","https://natividade.adv.br/","negocial@natividade.adv.br","(41) 3089-8585",""
"SAO JOSE DOS CAMPOS","https://www.instagram.com/guedesecruz/","ready_for_review","Seguir","org_web_73e7c1a76f8f2569","ESCRITÓRIO DE ADVOCACIA EM SÃO JOSÉ DOS CAMPOS (@guedesecruz)","google_web_discovery|official_site","0.92","SP","2026-05-01T20:37:34.513Z","https://guedesecruzadvocacia.com.br/","contato@guedesecruzadvocacia.com.br","(16) 99765-2947","(16) 99765-2947"
"BELO HORIZONTE","https://www.instagram.com/freitasfrancaadv/","ready_for_review","Seguir","org_web_1c4bc8d1f1c77851","FREITAS, FRANÇA ADVOGADOS: ADVOCACIA ESPECIALIZADA (@freitasfrancaadv)","google_web_discovery|official_site","0.92","MG","2026-05-01T20:14:15.523Z","https://www.freitasfranca.adv.br/","contato@freitasfranca.adv.br","","(31) 99557-1055"
"NITEROI","https://www.instagram.com/peresabreuadv/","ready_for_review","Seguir","org_web_49f20d1874c96538","CONTATO – PERES ABREU ADVOGADOS – ADVOCACIA EM NITERÓI (@peresabreuadv)","google_web_discovery|official_site","0.92","RJ","2026-05-01T20:11:35.707Z","https://peresabreuadv.com.br/","contato@peresabreuadv.com.br","(21) 2620-5055","(21) 96460-9236"
"RIO DE JANEIRO","https://www.instagram.com/maraujo.adv/","ready_for_review","Seguir","org_web_6d87d56086906a5d","MAURO ARAUJO E ASSOCIADOS: ADVOGADOS RIO DE JANEIRO (@maraujo.adv)","google_web_discovery|official_site","0.92","RJ","2026-05-01T20:05:08.568Z","https://maraujo.adv.br/","contato@maraujo.adv.br","(21) 97936-5755",""
"RIO DE JANEIRO","https://www.instagram.com/wcortesadvogados/","ready_for_review","Seguir","org_web_9d3157859e59bf55","W. CÔRTES ADVOGADOS: ADVOCACIA NO RIO DE JANEIRO (@wcortesadvogados)","google_web_discovery|official_site","0.92","RJ","2026-05-01T19:46:20.034Z","http://wcortesadvogados.com.br/","contato@wcortesadvogados.com.br","(21) 96477-6646","(21) 96477-6646"
"SANTOS","https://www.instagram.com/machadodesaadvocacia/","ready_for_review","Seguir","org_web_fefa17be17bf93c8","ESCRITÓRIO DE ADVOCACIA EM SANTOS (@machadodesaadvocacia)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:46:00.577Z","https://www.machadodesa.adv.br/","contato@machadodesa.adv.br","(13) 98156-2004","(13) 98156-2004"
"SANTOS","https://www.instagram.com/duartesantos.adv/","ready_for_review","Seguir","org_web_360f89aeec7db871","DUARTE SANTOS ADVOCACIA: INÍCIO (@duartesantos.adv)","google_web_discovery|google_web_search|official_site","0.92","SP","2026-05-01T19:43:09.332Z","https://duartesantosadvocacia.com.br/","contato@duartesantosadvocacia.com.br","(47) 98803-8663","(47) 98803-8663"
"SAO JOSE DOS CAMPOS","https://www.instagram.com/marianiecarvalhoadvogados/","ready_for_review","Seguir","org_web_c241e47bbe15a10a","MARIANI & CARVALHO ADVOGADOS: HOME (@marianiecarvalhoadvogados)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:15:47.540Z","https://www.marianiecarvalho.adv.br/","contato@marianiecarvalho.adv.br","(12) 3322-1293",""
"SAO JOSE DOS CAMPOS","https://www.instagram.com/advocacia.daniellecazarino/","ready_for_review","Seguir","org_web_bc949335439ea7aa","DIREITO TRABALHISTA – DANIELLE CAZARINO ADVOCACIA (@advocacia.daniellecazarino)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:15:42.172Z","https://daniellecazarino.adv.br/","contato@daniellecazarino.adv.br","","(12) 98809-2897"
"SOROCABA","https://www.instagram.com/pinheiro_advocacia_/","ready_for_review","Seguir","org_web_4184f4cb36be4ee7","ENTRE EM CONTATO COM A PINHEIRO ADVOCACIA (@pinheiro_advocacia_)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:13:17.976Z","https://advpinheiro.com.br/","atendimento@advpinheiro.com.br","(15) 99760-6362","(15) 99760-6362"
"SAO PAULO","https://www.instagram.com/advogadodiogoricardo/","ready_for_review","Seguir","org_web_e18b89fa59725161","DIOGO RICARDO ADVOCACIA: PÁGINA INICIAL (@advogadodiogoricardo)","google_web_discovery|official_site","0.92","SP","2026-05-01T19:00:28.021Z","https://diogoricardo.adv.br/","adv@diogoricardo.adv.br","(11) 2368-6628","(11) 98043-3385"
"SAO PAULO","https://www.instagram.com/mingroneebrandarizsoc.adv/","ready_for_review","Seguir","org_web_87e7e697ea8fde92","CONTATO – MINGRONE E BRANDARIZ SOCIEDADE DE ADVOGADOS ... (@mingroneebrandarizsoc.adv)","google_web_discovery|official_site","0.92","SP","2026-05-01T18:59:55.804Z","https://mingronebrandariz.com.br/","contato@mingronebrandariz.com.br","(11) 4327-6561","(11) 99614-4008"
"SAO PAULO","https://www.instagram.com/advocaciaoliveiralima/","ready_for_review","Seguir","org_web_1c1e486e294bd581","DIREITO PREVIDENCIÁRIO – ADVOCACIA OLIVEIRA LIMA (@advocaciaoliveiralima)","google_web_discovery|official_site","0.92","SP","2026-05-01T18:50:17.679Z","https://advocaciaoliveiralima.adv.br/","contato@advocaciaoliveiralima.adv.br","(11) 2408-6309","(11) 94248-8160"
"SAO PAULO","https://www.instagram.com/julianacohen.adv/","ready_for_review","Seguir","org_web_1b0c391d7f922292","JCOHEN ADVOCACIA: ADVOGADA EM SÃO PAULO (@julianacohen.adv)","google_web_discovery|official_site","0.92","SP","2026-04-30T22:08:59.948Z","https://jcohenadvocacia.adv.br/","juliana@jcohenadvocacia.adv.br","(11) 93151-6973","(11) 93151-6973"
"SAO PAULO","https://www.instagram.com/consultor_juridico/","ready_for_review","Seguir","org_b423b74ce9fe87bf","WAGMAN & ABUCHAM - SOCIEDADE DE ADVOGADOS (@consultor_juridico)","google_web_search|oab_registry|official_site","0.92","SP","2026-04-30T16:58:07.929Z","https://wagmaneabucham.com.br/","contato@wagmaneabucham.com.br","(11) 3812-1220",""
"SAO PAULO","https://www.instagram.com/villemoramaral/","ready_for_review","Seguir","org_d14250d6c8431e8f","VILLEMOR, MONTONI, PAIXAO, LOPES E ADVOGADOS ASSOCIADOS (@villemoramaral)","google_web_search|oab_registry|official_site","0.92","SP","2026-04-28T10:53:51.984Z","https://www.villemor.com.br/","villemorrj@villemor.com.br","(21) 3806-3400",""
"SAO PAULO","https://www.instagram.com/cma_law/","ready_for_review","Seguir","org_10668a5d40219067","CAMPOS MELLO E CAMPOS MELLO SOCIEDADE DE ADVOGADOS (@cma_law)","google_web_search|oab_registry|official_site","0.92","SP","2026-04-28T05:37:44.564Z","https://cmalaw.com/","marketing@cmalaw.com","(21) 3262-3000",""
"CURITIBA","https://www.instagram.com/carvalhoelias.advogados/","ready_for_review","Seguir","org_4423c400841572b3","CARVALHO E ELIAS SOCIEDADE DE ADVOGADOS (@carvalhoelias.advogados)","cnsa_registry|official_site","0.92","PR","2026-04-28T04:06:49.792Z","https://carvalhoelias.adv.br/","controladoria@carvalhoelias.adv.br","(41) 3046-2259",""
"CURITIBA","https://www.instagram.com/faria.advogados/","ready_for_review","Seguir","org_0ab047b46a36e578","FARIA E ADVOGADOS ASSOCIADOS (@faria.advogados)","cnsa_registry|official_site","0.92","PR","2026-04-28T04:06:49.787Z","https://www.fariaeadvogados.com.br/","giuliano@fariaeadvogados.com.br","(41) 99157-8051","(41) 99157-8051"
"SAO PAULO","https://www.instagram.com/governosp/","ready_for_review","Seguir","org_b6ec377359a63d05","NATAL E MANSSUR SOCIEDADE DE ADVOGADOS (@governosp)","google_web_search|oab_registry|official_site","0.92","SP","2026-04-24T20:27:53.672Z","https://www.nmaa.com.br/","contato@nmaa.com.br","(11) 3059-8800",""
"SAO PAULO","https://www.instagram.com/bachega.advogados/","ready_for_review","Seguir","org_7fb2a90fc5e72f20","BACHEGA SOCIEDADE DE ADVOGADOS (@bachega.advogados)","google_web_search|oab_registry|official_site","0.92","SP","2026-04-24T08:13:01.194Z","https://www.bachegaadvogados.com.br/","eraldo.junior@bachegaadvogados.com.br","(11) 94173-4946","(11) 94173-4946"
"SAO PAULO","https://www.instagram.com/radaadvocacia/","ready_for_review","Seguir","org_7bbe6ed50cf9c5cc","ROBERIO ALVES DIAS SOCIEDADE INDIVIDUAL DE ADVOCACIA (@radaadvocacia)","codex_fallback|oab_registry|official_site","0.92","SP","2026-04-24T06:19:40.838Z","https://radaadvocacia.adv.br/","contato@radaadvocacia.adv.br","+55 (11) 99301-1276","(11) 99301-1276"
"SAO PAULO","https://www.instagram.com/lopesdominguesadv/","ready_for_review","Seguir","org_a851e457e602223f","LOPES, DOMINGUES SOCIEDADE DE ADVOGADOS (@lopesdominguesadv)","google_web_search|google_web_search_miss|oab_registry","0.84","SP","2026-04-30T14:49:17.056Z","https://ldadv.com.br/","contato@ldadv.com.br","",""
"BELO HORIZONTE","https://www.instagram.com/escritorioasaf/","needs_manual_review","Seguir","org_web_db9efe215cc7bacf","ALEX SANTANA ADVOCACIA (@escritorioasaf)","google_web_discovery|official_site","0.95","MG","2026-05-02T02:44:09.264Z","https://www.asaf.adv.br/","","(31) 2511-2100","(31) 98110-2455"
"BELO HORIZONTE","https://www.instagram.com/daniellafernandesadvocacia/","needs_manual_review","Seguir","org_web_6e7bbbfea7247595","ADVOGADOS BH (@daniellafernandesadvocacia)","google_web_discovery|official_site","0.95","MG","2026-05-02T02:38:37.587Z","https://idealadvogadosbh.com.br/","","(31) 3526-8859","(31) 98883-0330"
"BELO HORIZONTE","https://www.instagram.com/leandrofialhoadvogados/","needs_manual_review","Seguir","org_web_f0983153dba42dd8","ESCRITÓRIO DE ADVOCACIA (@leandrofialhoadvogados)","google_web_discovery|official_site","0.95","MG","2026-05-02T02:33:17.940Z","https://leandrofialhoadvogados.com.br/","","(31) 99702-2211","(31) 99702-2211"
"BELO HORIZONTE","https://www.instagram.com/agostiniadvocacia/","needs_manual_review","Seguir","org_web_d221760da6488c7b","ESCRITÓRIO DE ADVOCACIA EM BH (@agostiniadvocacia)","google_web_discovery|official_site","0.95","MG","2026-05-02T02:27:54.316Z","https://www.agostiniemartiniadvocacia.com.br/","","(31) 3654-2234","(31) 99666-2234"
"NITEROI","https://www.instagram.com/drarosemagalhaes/","needs_manual_review","Seguir","org_web_95ff1d465f930f35","NIZZO & MAGALHÃES – SOCIEDADE DE ADVOGADOS (@drarosemagalhaes)","google_web_discovery|official_site","0.95","RJ","2026-05-02T02:16:48.417Z","https://rosemagalhaes.adv.br/","","(21) 96735-8910","(21) 96735-8910"
"RIO DE JANEIRO","https://www.instagram.com/advogadoandrerios/","needs_manual_review","Seguir","org_web_7a332e6aa52fcbbd","ANDRÉ RIOS ADVOCACIA PREVIDENCIÁRIA » NITERÓI, RIO DE JANEIRO (@advogadoandrerios)","google_web_discovery|official_site","0.95","RJ","2026-05-02T02:10:39.486Z","https://www.andrerios.adv.br/","","(21) 3617-3543","(21) 98313-6320"
"RIO DE JANEIRO","https://www.instagram.com/simonetorresadvocacia/","needs_manual_review","Seguir","org_web_9e7a1ae2151a527e","SIMONE TORRES ADVOGADOS (@simonetorresadvocacia)","google_web_discovery|official_site","0.95","RJ","2026-05-02T02:04:50.404Z","https://simonetorres.adv.br/","","",""
"NITEROI","https://www.instagram.com/anelizemoura.adv/","needs_manual_review","Seguir","org_web_2e4f53b1833e0e7a","DE PAULA MOURA – ADVOCACIA (@anelizemoura.adv)","google_web_discovery|official_site","0.95","RJ","2026-05-02T01:59:49.397Z","https://dpmoura.com.br/","","(21) 99517-3920","(21) 99517-3920"
"NITEROI","https://www.instagram.com/elainefeijoadv/","needs_manual_review","Seguir","org_web_26114f7435b314a6","ELAINE FEIJÓ – ADVOCACIA EM NITERÓI (@elainefeijoadv)","google_web_discovery|official_site","0.95","RJ","2026-05-02T01:54:25.786Z","https://elainefeijoadvocacia.com.br/","","(21) 3245-8280","(21) 99179-0117"
"SAO JOSE DOS CAMPOS","https://www.instagram.com/teixeiraadvogados.associados/","needs_manual_review","Seguir","org_web_23c42eea1cd3b2ef","TEIXEIRA ADVOGADOS ASSOCIADOS (@teixeiraadvogados.associados)","google_web_discovery|official_site","0.95","SP","2026-05-02T01:48:36.046Z","https://www.teixeiraadvogados.adv.br/","","(12) 99173-0111","(12) 99173-0111"
"SOROCABA","https://www.instagram.com/killianerodriguesadvogados/","needs_manual_review","Seguir","org_web_9a83729934b44e7d","KILLIAN & RODRIGUES ADVOCACIA – DIREITO PREVIDENCIÁRIO ... (@killianerodriguesadvogados)","google_web_discovery|official_site","0.95","SP","2026-05-02T01:18:16.310Z","https://killianerodrigues.adv.br/","","(15) 3232-2711","(15) 99816-4281"
"SOROCABA","https://www.instagram.com/trabalhistaempregado/","needs_manual_review","Seguir","org_web_e623a4b4179d5d52","HILTON MASCARENHAS SOCIEDADE DE ADVOGADOS (@trabalhistaempregado)","google_web_discovery|google_web_search|official_site","0.95","SP","2026-05-02T01:16:24.340Z","https://www.areadocliente.adv.br/","","(15) 3142-7070","(55) 1531-4270"
"FORTALEZA","https://www.instagram.com/paulocesarsociedadeadvogados/","needs_manual_review","Seguir","org_web_e55fab1eb0039c4c","PAULO CÉSAR ALENCAR SOCIEDADE DE ADVOGADOS (@paulocesarsociedadeadvogados)","google_web_discovery|official_site","0.95","CE","2026-05-02T01:11:49.126Z","http://paulocesar.jud.adv.br/","","(16) 3069-6660","(85) 98698-0612"
"SAO PAULO","https://www.instagram.com/borgesadvocacia/","needs_manual_review","Seguir","org_web_e428348facb6907e","ADVOCACIA TRABALHISTA BORGES (@borgesadvocacia)","google_web_discovery|google_web_search|official_site","0.95","SP","2026-05-01T23:37:49.665Z","https://advogadotrabalhistaborges.adv.br/","","(11) 3393-3030","(11) 97100-1599"
"CAXIAS DO SUL","https://www.instagram.com/zucoadvogados/","needs_manual_review","Seguir","org_web_1836f912e430d15a","ZUCO & ZUCO ADVOGADOS: INÍCIO (@zucoadvogados)","google_web_discovery|official_site","0.95","RS","2026-05-01T21:46:04.308Z","https://www.zuco.adv.br/","","(54) 9966-2315","(54) 9966-2315"
"PORTO ALEGRE","https://www.instagram.com/advogadoandredolcesilva/","needs_manual_review","Seguir","org_web_1c9c3d657b17657c","ADS SOCIEDADE DE ADVOGADOS – SITE OFICIAL (@advogadoandredolcesilva)","google_web_discovery|official_site","0.95","RS","2026-05-01T21:45:50.692Z","https://adssociedade.adv.br/","","(51) 98335-0007","(51) 98335-0007"
